"Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","Population","GDP"
"Spain",2003,"Developed",79.4,83,2,12.09,3205.019918,81,256,59.3,2,99,7.99,98,0.1,0.6,0.5,0.83,15.6,42187645,21510.83625
"Spain",2002,"Developed",79.5,83,2,12.26,228.3543024,82,67,58.8,2,98,7.25,98,0.1,0.6,0.5,0.828,15.7,41431558,17106.68658
"Spain",2001,"Developed",79.4,84,2,9.86,2044.169761,83,0,58.2,2,95,7.24,96,0.1,0.6,0.5,0.825,15.7,40850412,15369.00116
"Spain",2000,"Developed",79.1,86,2,11.12,1934.398154,77,152,57.6,2,95,7.21,95,0.1,0.6,0.5,0.82,15.7,40567864,14749.68742
"Sri Lanka",2015,"Developing",74.9,138,3,2.05,0,99,1568,23.4,3,99,3.76,99,0.1,15.1,15,0.764,14,21336697,3990.353123
"Sri Lanka",2014,"Developing",74.7,141,3,2.37,42.7308283,99,1686,22.7,3,99,3.5,99,0.1,15.2,15,0.76,14,21239457,3885.62361
"Sri Lanka",2013,"Developing",74.6,142,3,2.56,41.62053588,99,2107,21.9,3,99,3.68,99,0.1,15.2,15.1,0.757,13.8,21131756,3643.832449
"Sri Lanka",2012,"Developing",74.5,143,3,2.8,20.76877311,99,51,21.2,4,99,3.21,99,0.1,15.3,15.2,0.752,13.7,21017147,3351.892489
"Sri Lanka",2011,"Developing",74.5,141,3,3.03,20.83302367,99,60,2.5,4,99,3.28,99,0.1,15.3,15.3,0.746,13.6,20859743,3248.040215
"Sri Lanka",2010,"Developing",74.5,138,3,2.31,191.7267589,99,79,19.8,4,99,3.43,99,0.1,15.3,15.3,0.739,13.5,20668557,2836.974098
"Sri Lanka",2009,"Developing",71.8,183,4,2.05,13.39092189,97,21,19.2,4,97,3.37,97,0.1,15.3,15.4,0.735,13.4,20482477,2053.766445
"Sri Lanka",2008,"Developing",72.3,172,4,2.1,17.81424344,98,33,18.5,4,98,3.44,98,0.1,15.4,15.4,0.731,13.3,20285643,2007.02666
"Sri Lanka",2007,"Developing",73.7,146,4,2.29,127.6377505,98,44,17.9,5,98,3.76,98,0.1,15.4,15.5,0.725,13.2,20078655,1611.175582
"Sri Lanka",2006,"Developing",73.8,145,4,1.96,120.2471713,98,0,17.2,5,98,4.6,98,0.1,15.4,15.5,0.718,13.1,19870706,1423.190623
"Sri Lanka",2005,"Developing",74.2,138,4,1.97,97.76637062,99,3,16.6,5,99,4.6,99,0.1,15.4,15.5,0.712,12.9,19673866,1240.518312
"Sri Lanka",2004,"Developing",69.1,197,6,1.56,15.35342268,62,35,16.1,10,97,4.28,97,0.1,15.4,15.5,0.705,12.8,19490431,1060.136943
"Sri Lanka",2003,"Developing",73.9,146,5,1.69,72.4280894,32,65,15.6,5,98,3.95,99,0.1,15.4,15.5,0.697,12.7,19303180,978.1686456
"Sri Lanka",2002,"Developing",73.7,149,5,1.62,59.63595674,99,139,15.1,5,98,3.89,98,0.1,15.4,15.6,0.699,12.6,19110707,865.3021391
"Sri Lanka",2001,"Developing",72.7,16,5,1.68,53.61278637,99,309,14.6,6,98,3.81,98,0.1,15.4,15.6,0.686,12.5,18920275,832.4273196
"Sri Lanka",2000,"Developing",71.5,175,5,1.45,60.4909815,99,16527,14.1,6,99,3.77,99,0.1,15.3,15.5,0.677,12.4,18776371,869.7534886
"Suriname",2015,"Developing",71.6,176,0,4.72,0,89,0,58.3,0,89,6.22,89,0.4,3.5,3.5,0.723,12.7,575475,8907.838127
"Suriname",2014,"Developing",71.4,178,0,6.32,1132.432517,85,0,57.7,0,85,5.69,85,0.4,3.5,3.5,0.722,12.7,569682,9199.177893
"Suriname",2013,"Developing",71.2,179,0,6.02,1122.972967,86,0,57,0,86,5.96,86,0.4,3.5,3.5,0.719,12.7,563947,9124.541093
"Suriname",2012,"Developing",71.3,178,0,5.73,1168.324095,84,0,56.3,0,84,6.9,84,0.9,3.5,3.4,0.708,12.7,558111,8922.956186
"Suriname",2011,"Developing",76,187,0,5.64,989.1263558,86,0,55.5,0,86,5.93,86,0.1,3.5,3.4,0.704,12.5,552146,8009.252302
"Suriname",2010,"Developing",73,19,0,5.26,99.08095375,86,0,54.8,0,96,5.81,96,0.5,3.5,3.4,0.7,12.3,546080,7999.508366
"Suriname",2009,"Developing",70,196,0,5.13,885.0739766,87,0,54.1,0,85,6.14,87,0.6,3.5,3.4,0.696,12.1,539987,7176.857658
"Suriname",2008,"Developing",69.8,196,0,4.94,815.4355995,84,0,53.3,0,85,5.92,85,1.2,3.5,3.4,0.691,11.9,533938,6616.815126
"Suriname",2007,"Developing",69.5,22,0,4.72,685.0299083,84,0,52.6,0,84,5.92,84,0.8,3.5,3.4,0.684,11.7,527946,5562.334068
"Suriname",2006,"Developing",69.3,199,0,4.52,72.800168,84,0,51.8,0,84,6.22,84,0.6,3.5,3.4,0.678,11.5,522023,5031.158465
"Suriname",2005,"Developing",68.9,25,0,4.47,418.9206608,83,0,51.1,0,84,6.78,83,0.6,3.5,3.4,0.672,11.3,516220,3474.120757
"Suriname",2004,"Developing",68.3,214,0,4.55,4.23257668,85,0,5.4,0,84,6.88,85,0.9,3.5,3.5,0,11.1,510572,2906.725278
"Suriname",2003,"Developing",68,223,0,4.53,32.3662077,85,0,49.7,0,74,6.62,75,1,3.5,3.5,0,10.9,503780,2529.259422
"Suriname",2002,"Developing",67.9,221,0,4.41,250.7112373,85,0,49,0,74,7.14,73,1.6,3.5,3.5,0,11,495666,2206.27291
"Suriname",2001,"Developing",67.7,219,0,4.23,191.2135044,85,0,48.3,0,65,8.38,68,1.8,3.6,3.5,0,11,487394,1711.714461
"Suriname",2000,"Developing",67.4,224,0,4.29,268.1837972,85,0,47.6,0,7,9.65,71,0.4,3.6,3.6,0,11.1,478998,1978.446611
"Swaziland",2015,"Developing",58.9,373,2,5.2,0,9,0,32.3,3,84,7.5,9,7.1,4,4.1,0.541,11.4,1133936,3583.31129
"Swaziland",2014,"Developing",58.4,382,2,0.01,574.3895102,98,0,31.8,3,98,9.25,98,7.3,4.3,4.3,0.541,11.4,1125865,3928.522911
"Swaziland",2013,"Developing",57.6,393,2,0.01,708.9556648,98,0,31.2,3,98,9.66,98,9.8,4.5,4.6,0.539,11.4,1118319,4111.128353
"Swaziland",2012,"Developing",56.5,412,2,0.01,720.2333929,95,0,3.7,3,92,8.76,95,12.2,4.8,4.9,0.534,11.3,1111444,4396.57932
"Swaziland",2011,"Developing",55,438,2,5.2,735.7090978,91,0,3.2,3,85,8.61,91,15.7,5.1,5.2,0.526,11.2,1105371,4360.959888
"Swaziland",2010,"Developing",53.6,459,2,4.93,56.93670561,89,313,29.7,4,89,8.47,89,21.6,5.4,5.6,0.523,11,1099920,4035.534502
"Swaziland",2009,"Developing",52.6,46,3,4.9,47.6164523,88,26,29.3,4,89,8.46,88,33.7,5.8,5.9,0.519,10.8,1094886,3270.1377
"Swaziland",2008,"Developing",51.4,477,3,4.87,413.0063027,9,1,28.9,4,89,8.19,88,40.2,6.1,6.3,0.514,10.6,1089870,3022.456056
"Swaziland",2007,"Developing",50,51,3,5.55,43.3664999,92,0,28.5,4,88,7.5,87,40.7,6.5,6.7,0.508,10.5,1084008,3200.512571
"Swaziland",2006,"Developing",47.8,564,3,5.53,437.0802438,93,0,28.2,4,88,6.81,87,43.7,6.9,7.1,0.502,9.9,1077735,3053.932496
"Swaziland",2005,"Developing",46,63,3,5.08,372.1651473,95,0,27.8,4,88,6.8,86,49.1,7.3,7.5,0.495,9.7,1071886,2964.972331
"Swaziland",2004,"Developing",45.6,69,3,5.78,37.43857664,93,0,27.4,4,88,5.88,86,50.3,7.7,7.9,0.492,9.4,1065764,2599.15215
"Swaziland",2003,"Developing",45.9,6,3,5.65,2.819124474,9,350,27.1,4,87,5.71,85,50.6,8.2,8.4,0.493,9.1,1058797,2075.561621
"Swaziland",2002,"Developing",46.4,587,3,5.52,131.0421269,88,37,26.7,4,87,5.16,85,49.9,8.6,8.8,0.502,9.2,1050809,1362.970611
"Swaziland",2001,"Developing",47.1,568,3,6.72,143.6197316,86,49,26.3,4,87,5.11,84,48.8,9,9.2,0.506,9.3,1041396,1481.163082
"Swaziland",2000,"Developing",48.4,536,3,7.19,25.21683318,83,10,25.9,4,87,5.26,84,46.4,9.4,9.6,0.516,9.4,1030496,1686.657451
"Sweden",2015,"Developed",82.4,53,0,6.9,0,67,22,59.5,0,98,9.47,98,0.1,1.5,1.4,0.909,15.9,9799186,51545.48361
"Sweden",2014,"Developed",82.3,54,0,7.3,1142.212403,67,26,59,0,98,11.93,98,0.1,1.5,1.3,0.906,15.8,9696110,60020.36046
"Sweden",2013,"Developed",81.9,57,0,7.3,1212.666327,67,51,58.5,0,98,11.97,98,0.1,1.4,1.3,0.904,15.8,9600379,61126.9432
"Sweden",2012,"Developed",81.7,57,0,7.4,10947.02327,53,30,58.1,0,98,11.8,98,0.1,1.4,1.3,0.903,15.8,9519374,58037.82132
"Sweden",2011,"Developed",81.7,58,0,7.4,11477.6671,42,26,57.7,0,98,11.7,98,0.1,1.4,1.3,0.901,16,9449213,60755.75955
"Sweden",2010,"Developed",81.5,58,0,7.2,778.2477467,67,6,57.3,0,98,9.47,98,0.1,1.3,1.3,0.895,15.8,9378126,52869.04429
"Sweden",2009,"Developed",81.4,62,0,7.3,682.1070608,67,3,56.9,0,98,9.94,98,0.1,1.3,1.3,0.898,15.8,9298515,46946.84271
"Sweden",2008,"Developed",81.1,62,0,6.9,8105.590882,67,25,56.5,0,98,9.23,98,0.1,1.3,1.3,0.897,15.7,9219637,56152.55944
"Sweden",2007,"Developed",89,63,0,6.9,7593.391622,67,1,56.1,0,98,8.92,98,0.1,1.3,1.3,0.895,15.8,9148092,53700.24369
"Sweden",2006,"Developed",88,64,0,6.5,6369.516139,67,19,55.7,0,98,8.95,98,0.1,1.3,1.3,0.892,15.9,9080505,46593.29168
"Sweden",2005,"Developed",85,66,0,6.5,599.0392403,67,13,55.3,0,98,9.6,98,0.1,1.3,1.3,0.89,16,9029572,43437.13093
"Sweden",2004,"Developed",83,7,0,6.6,5793.363644,67,5,54.9,0,99,9.9,99,0.1,1.3,1.3,0.888,16,8993531,42821.75084
"Sweden",2003,"Developed",82,69,0,6.9,5067.411418,67,3,54.4,0,99,9.31,99,0.1,1.3,1.3,0.882,15.9,8958229,37321.77867
"Sweden",2002,"Developed",79.9,71,0,6.9,3998.09987,67,9,53.9,0,99,9.23,99,0.1,1.3,1.3,0.88,15.9,8924958,29899.1236
"Sweden",2001,"Developed",79.8,73,0,6.6,3554.546434,67,5,53.4,0,99,8.86,99,0.1,1.3,1.3,0.877,15.9,8895960,27247.76321
"Sweden",2000,"Developed",79.6,73,0,6.2,3689.7273,67,59,52.8,0,99,8.18,99,0.1,1.4,1.3,0.873,15.9,8872109,29624.76987
"Syrian Arab Republic",2015,"Developing",64.5,293,6,0.83,0,41,45,57.1,8,5,3.72,41,0.1,6.3,6.1,0.553,9,19205178,857.4978675
"Syrian Arab Republic",2014,"Developing",64.4,294,7,0.01,0,47,594,56.2,8,52,3.25,43,0.1,6.3,6.1,0.575,9,20072232,1071.234204
"Syrian Arab Republic",2013,"Developing",63.6,37,7,0.01,0,71,740,55.2,9,5,3.25,41,0.1,6.3,6.1,0.635,13,21495821,993.7398831
"Syrian Arab Republic",2012,"Developing",62.8,32,7,0.01,0,43,13,54.2,9,47,3.25,45,0.1,6.3,6.1,0.645,12.5,22605577,1910.604526
"Syrian Arab Republic",2011,"Developing",71.7,163,7,0.76,0,66,13,53.2,8,6,3.23,72,0.1,6.3,6.1,0.646,12,22730733,2971.282434
"Syrian Arab Republic",2010,"Developing",73.7,127,7,0.78,0,84,26,52.3,9,83,3.28,8,0.1,6.4,6.1,0.65,11.7,22337563,11304.64493
"Syrian Arab Republic",2009,"Developing",73.8,124,7,0.81,0,84,22,51.3,9,83,3.55,8,0.1,6.4,6.2,0.648,11.8,21827220,10288.14905
"Syrian Arab Republic",2008,"Developing",73.8,122,8,0.8,0,83,19,5.4,9,83,3.4,79,0.1,6.4,6.2,0.651,11.6,21474059,10155.97367
"Syrian Arab Republic",2007,"Developing",73.8,121,8,0.83,17.98136184,83,403,49.4,9,83,3.72,8,0.1,6.4,6.2,0.644,11.5,20703005,8695.844461
"Syrian Arab Republic",2006,"Developing",73.7,123,8,0.97,122.6523334,83,517,48.5,10,83,3.78,8,0.1,6.4,6.3,0.636,11.4,19432009,7914.771494
"Syrian Arab Republic",2005,"Developing",73.5,127,9,0.92,116.2585943,83,375,47.6,10,83,4.11,8,0.1,6.5,6.3,0.624,11,18583557,7221.643883
"Syrian Arab Republic",2004,"Developing",73.2,131,9,0.93,10.21129783,82,189,46.8,10,84,4.48,81,0.1,6.5,6.3,0.61,10.6,18084007,6241.058232
"Syrian Arab Republic",2003,"Developing",73,134,9,1.29,94.75639211,81,801,46,11,85,5.12,83,0.1,6.6,6.4,0.599,10.3,17611356,5433.642274
"Syrian Arab Republic",2002,"Developing",72.8,135,9,1.25,91.70356833,8,538,45.3,11,86,4.94,84,0.1,6.6,6.5,0.596,10.2,17164021,5276.064713
"Syrian Arab Republic",2001,"Developing",72.7,135,10,1.29,93.50075111,8,290,44.6,11,83,4.92,82,0.1,6.7,6.5,0.589,10.1,16727948,5187.206107
"Syrian Arab Republic",2000,"Developing",72.6,136,10,1.41,81.7274712,79,146,43.9,12,86,4.92,84,0.1,6.8,6.6,0.588,10,16307654,4941.852597
"Tajikistan",2015,"Developing",69.7,161,10,0.35,0,96,3,4.7,11,96,5.7,96,0.2,3.6,3.7,0.625,11.3,8524063,970.3625997
"Tajikistan",2014,"Developing",69.6,162,10,0.01,7.829008596,97,0,39.9,11,94,6.88,97,0.2,3.6,3.7,0.622,11.3,8326348,1094.430124
"Tajikistan",2013,"Developing",69.3,163,10,0.01,1.0419164,96,1,39,11,97,6.75,96,0.2,3.6,3.7,0.617,11.2,8136610,1038.320717
"Tajikistan",2012,"Developing",68.8,164,10,0.01,71.50892145,94,16,38.2,12,96,6.39,94,0.2,3.6,3.7,0.613,11.1,7956382,959.3602175
"Tajikistan",2011,"Developing",68.1,166,10,0.32,51.9919227,96,1,37.4,12,97,5.98,96,0.2,3.7,3.7,0.608,11.1,7784819,837.8814952
"Tajikistan",2010,"Developing",67.3,171,10,0.32,43.34099958,93,0,36.6,12,95,6.4,93,0.2,3.7,3.8,0.603,11.1,7621779,740.2761913
"Tajikistan",2009,"Developing",66.7,174,10,0.3,35.71613793,93,0,35.9,12,93,5.93,93,0.2,3.7,3.8,0.601,11.1,7468596,666.7212906
"Tajikistan",2008,"Developing",66.4,178,10,0.32,4.153362912,86,0,35.3,12,87,5.58,86,0.3,3.8,3.8,0.592,10.8,7324627,704.6501788
"Tajikistan",2007,"Developing",66.1,181,10,0.35,2.272404904,84,2,34.7,12,85,5.35,86,0.3,3.8,3.8,0.586,10.9,7188391,517.4348725
"Tajikistan",2006,"Developing",65.9,183,10,0.38,2.626234903,88,3,34.1,12,76,5.7,83,0.3,3.8,3.9,0.579,10.7,7057417,401.0268293
"Tajikistan",2005,"Developing",65.5,194,10,0.37,19.83672308,81,0,33.5,12,79,5.89,84,0.3,3.8,3.9,0.572,10.6,6929145,333.7139384
"Tajikistan",2004,"Developing",65.9,177,11,0.38,2.093721752,81,4,33,13,82,5.7,86,0.3,3.9,3.9,0.563,10.5,6801204,305.2660435
"Tajikistan",2003,"Developing",65.2,182,11,0.36,13.25723997,58,2144,32.5,14,82,4.46,85,0.3,4,4,0.553,10.1,6672492,233.094087
"Tajikistan",2002,"Developing",64.3,193,12,0.6,10.68147485,39,927,32.1,15,84,4.48,85,0.3,4,4,0.543,9.8,6541755,186.663376
"Tajikistan",2001,"Developing",64,194,13,0.86,1.142003812,90.5,38,31.6,16,84,4.59,85,0.3,4.1,4.1,0.535,9.7,6408810,168.6385933
"Tajikistan",2000,"Developing",63.7,198,14,0.37,8.943006492,90.5,192,31.3,17,86,4.64,83,0.3,4.2,4.1,0.529,9.6,6272998,137.1819092
"Thailand",2015,"Developing",74.9,148,8,6.14,0,99,154,33.6,9,99,3.7,99,0.1,7.7,7.7,0.738,13.6,70294397,5708.794147
"Thailand",2014,"Developing",74.6,152,8,6.41,789.0772949,99,0,32.4,10,99,4.12,99,0.1,7.8,7.8,0.737,13.6,69960943,5822.377723
"Thailand",2013,"Developing",74.5,153,9,6.5,788.6873403,99,2641,31.3,10,99,4,99,0.1,7.9,7.9,0.733,13.6,69578602,6041.134013
"Thailand",2012,"Developing",74.3,154,9,6.56,801.0504655,98,5197,3.1,11,99,4.17,99,0.1,8,8.1,0.729,13.7,69157023,5748.632782
"Thailand",2011,"Developing",74.1,155,10,6.07,748.4451054,98,3156,29,11,99,4.12,99,0.2,8.1,8.2,0.72,13.3,68712846,5396.643527
"Thailand",2010,"Developing",73.9,158,10,5.95,71.6850913,98,2583,27.9,12,99,3.81,99,0.2,8.2,8.3,0.711,13.1,68270489,4996.372098
"Thailand",2009,"Developing",73.7,16,11,5.88,547.2101411,98,6071,26.8,12,99,4.11,99,0.3,8.3,8.5,0.706,13,67813654,4154.187432
"Thailand",2008,"Developing",73.5,162,11,5.92,609.9511632,98,7790,25.7,13,99,3.92,99,0.3,8.5,8.6,0.7,12.9,67328239,4327.797517
"Thailand",2007,"Developing",73.3,165,12,6.2,520.7639087,96,3893,24.6,14,98,3.56,98,0.4,8.6,8.8,0.687,12.3,66826754,3934.690956
"Thailand",2006,"Developing",73,168,13,6.18,433.9210918,96,3588,23.6,15,98,3.49,98,0.5,8.7,8.9,0.686,12.4,66319525,3343.785932
"Thailand",2005,"Developing",72.5,177,13,6.26,321.1953005,96,3526,22.6,15,98,3.55,98,0.5,8.9,9.1,0.682,12,65821360,2876.245758
"Thailand",2004,"Developing",71.6,189,14,6.17,301.3597791,96,4165,21.7,16,98,3.51,98,0.5,9,9.2,0.674,11.9,65311166,2647.260738
"Thailand",2003,"Developing",71.7,189,15,6.14,282.8364612,96,4519,2.9,18,98,3.58,98,0.6,9.1,9.3,0.666,11.8,64776956,2350.845515
"Thailand",2002,"Developing",71.4,192,16,5.93,27.63810304,95,10315,2.2,19,97,3.7,96,0.7,9.2,9.5,0.657,11.5,64222580,2091.178887
"Thailand",2001,"Developing",71.2,194,17,5.92,176.0625201,95,7319,19.4,20,97,3.32,96,0.8,9.3,9.6,0.649,11.2,63649892,1889.971411
"Thailand",2000,"Developing",71.1,194,18,5.88,0.27564826,95,4074,18.7,21,97,3.4,97,0.8,9.4,9.7,0.64,10.9,63066603,2004.107042
"The former Yugoslav republic of Macedonia",2015,"Developing",75.7,12,0,1.75,0,92,1,6.3,0,92,6.9,91,0.1,2.1,2.1,0.746,12.9,2070226,4861.55616
"The former Yugoslav republic of Macedonia",2014,"Developing",75.5,12,0,1.13,0,97,116,59.7,0,96,6.48,95,0.1,2.2,2.2,0.743,12.9,2067471,5495.7314
"The former Yugoslav republic of Macedonia",2013,"Developing",75.3,14,0,1.03,0,97,4,59.1,0,98,6.7,98,0.1,2.2,2.2,0.741,12.9,2064032,5241.053639
"The former Yugoslav republic of Macedonia",2012,"Developing",75.1,15,0,1.23,0,98,7,58.5,0,97,6.76,95,0.1,2.2,2.2,0.739,12.9,2061044,4728.313079
"The former Yugoslav republic of Macedonia",2011,"Developing",74.9,17,0,1.16,0,96,701,57.9,0,97,6.61,96,0.1,2.2,2.3,0.735,12.9,2058539,5098.094701
"The former Yugoslav republic of Macedonia",2010,"Developing",74.7,18,0,1.47,0,9,217,57.4,0,95,6.83,95,0.1,2.3,2.3,0.732,13,2055004,4577.689576
"The former Yugoslav republic of Macedonia",2009,"Developing",74.4,111,0,1.77,0,95,5,56.9,0,96,6.74,96,0.1,2.3,2.4,0.73,13,2050671,4584.712431
"The former Yugoslav republic of Macedonia",2008,"Developing",74.2,111,0,1.72,0,97,27,56.4,0,96,6.85,95,0.1,2.4,2.4,0.714,12.2,2046898,4841.253622
"The former Yugoslav republic of Macedonia",2007,"Developing",73.5,12,0,1.75,0,96,1,55.9,0,96,6.9,95,0.1,2.4,2.5,0.709,12.2,2043559,4079.390434
"The former Yugoslav republic of Macedonia",2006,"Developing",73.7,122,0,1.74,0,89,3,55.4,0,92,7.61,93,0.1,2.5,2.5,0.703,12.1,2040228,3362.970716
"The former Yugoslav republic of Macedonia",2005,"Developing",73.6,12,0,1.75,0,53,5,54.9,0,98,7.95,97,0.1,2.5,2.6,0,11.9,2036855,3072.679612
"The former Yugoslav republic of Macedonia",2004,"Developing",73.5,12,0,2.07,0,96,9,54.5,0,95,8.64,94,0.1,2.6,2.6,0,11.9,2032544,2795.897375
"The former Yugoslav republic of Macedonia",2003,"Developing",73.2,126,0,2.4,0,96,18,54.1,0,96,9.17,96,0.1,2.7,2.7,0,11.9,2026773,2440.478815
"The former Yugoslav republic of Macedonia",2002,"Developing",72.8,128,0,2.53,0,96,19,53.6,0,97,9.1,96,0.1,2.7,2.7,0,11.9,2020157,1989.135383
"The former Yugoslav republic of Macedonia",2001,"Developing",73.1,126,0,3.27,0,96,27,53.2,0,91,8.18,91,0.1,2.8,2.8,0,11.8,2034882,1823.022668
"The former Yugoslav republic of Macedonia",2000,"Developing",72.6,125,0,2.86,0,96,36,52.7,0,96,8.52,95,0.1,2.8,2.8,0,11.7,2026350,1861.899007
"Timor-Leste",2015,"Developing",68.3,152,2,0.1,0,76,43,17.4,2,75,1.29,76,0.1,1.9,11.1,0.603,12.5,1205813,1322.300887
"Timor-Leste",2014,"Developing",68,155,2,0.01,28.14578503,77,47,17,2,76,1.48,77,0.1,1.9,11.1,0.612,12.5,1184830,1221.534229
"Timor-Leste",2013,"Developing",67.7,158,2,0.01,3.379874844,82,4,16.6,2,82,1.29,82,0.1,11.1,11.2,0.62,12.5,1161555,1201.423609
"Timor-Leste",2012,"Developing",67.4,159,2,0.01,30.17998548,83,16,16.2,2,83,1.1,83,0.1,11.2,11.3,0.618,12.5,1137676,1019.964911
"Timor-Leste",2011,"Developing",67.2,161,2,0.5,2.726570602,67,763,15.8,3,66,0.76,67,0.1,11.3,11.4,0.607,12.5,1112976,936.5983633
"Timor-Leste",2010,"Developing",66.9,163,2,0.1,38.58376645,72,50,15.5,3,72,0.92,72,0.1,11.5,11.5,0.599,12.4,1088486,810.1416095
"Timor-Leste",2009,"Developing",66.6,165,2,0.09,36.199487,72,10,15.1,3,78,1.2,72,0.1,11.6,11.6,0.599,12.1,1065540,682.172795
"Timor-Leste",2008,"Developing",66.2,168,2,0.06,36.69198927,79,0,14.7,3,79,0.74,79,0.1,11.7,11.7,0.566,11.7,1043076,621.7118407
"Timor-Leste",2007,"Developing",65.8,173,2,0.05,11.75766897,76.5,0,14.2,3,7,0.37,7,0.1,11.8,11.8,0.541,11.3,1019362,532.4854173
"Timor-Leste",2006,"Developing",64.9,186,2,0.04,28.12560496,76.5,90,13.9,3,62,0.65,63,0.1,11.9,11.9,0.511,11,994564,456.2854678
"Timor-Leste",2005,"Developing",63.7,26,3,0.36,7.127144699,76.5,203,13.5,3,55,1.5,55,0.1,12,11.9,0.492,10.6,969313,476.9188074
"Timor-Leste",2004,"Developing",62.3,229,3,0.38,8.415788935,76.5,41,13.2,3,57,1.31,57,0.1,12,12,0.484,10.2,945989,465.9299421
"Timor-Leste",2003,"Developing",61,25,3,0.44,46.3913277,76.5,94,12.9,4,55,2.48,55,0.1,12.1,12.1,0.485,9.8,926721,529.2197975
"Timor-Leste",2002,"Developing",62,261,3,0.48,5.649123424,76.5,0,12.6,4,38,3.89,54,0.1,12.1,12.1,0.475,9.8,909639,516.1461855
"Timor-Leste",2001,"Developing",59.4,269,3,0.5,6.556583478,76.5,0,12.3,4,69,3.75,69.5,0.1,12.1,12.2,0.47,9.8,893001,534.6505771
"Timor-Leste",2000,"Developing",58.7,276,3,0.5,49.06967155,76.5,0,11.9,4,69,3.26,69.5,0.1,12.2,12.2,0,0,878360,417.9241996
"Togo",2015,"Developing",59.9,287,13,1.1,0,88,20,24.3,20,88,5.21,88,1,6.5,6.2,0.484,12,7473229,760.2429116
"Togo",2014,"Developing",59.7,285,13,0.01,4.877350139,87,577,23.7,20,85,5.25,87,1,6.6,6.4,0.475,12,7288383,853.0078138
"Togo",2013,"Developing",59.4,287,14,0.01,48.73047089,84,564,23.1,20,84,5.12,84,1.5,6.8,6.6,0.47,12,7106229,826.4286073
"Togo",2012,"Developing",58.9,294,14,0.01,41.60027954,84,238,22.6,21,84,5.11,84,1.7,7,6.8,0.464,12,6926635,759.8959722
"Togo",2011,"Developing",58.3,34,14,1.44,39.08258546,85,187,22,21,85,5.21,85,2.6,7.1,7,0.457,11.5,6748672,779.7635197
"Togo",2010,"Developing",57.4,323,14,1.21,41.96145465,83,120,21.4,21,83,5.37,83,3.8,7.3,7.2,0.449,11,6571855,709.1406701
"Togo",2009,"Developing",56.7,336,14,1.24,77.09551224,78,425,2.9,22,78,6.64,78,4.3,7.5,7.4,0.442,10.6,6398624,717.677305
"Togo",2008,"Developing",56.2,344,14,1.33,69.35924758,24,187,2.4,22,8,5.73,81,4.8,7.7,7.6,0.441,10.1,6222482,725.8544458
"Togo",2007,"Developing",55.9,344,14,1.37,0.675682939,84,8,19.8,22,72,5.55,82,5.1,7.9,7.8,0.443,10.6,6047537,598.3065987
"Togo",2006,"Developing",55.7,345,15,1.37,6.226048785,84,26,19.3,22,85,5.56,84,5,8.1,8,0.436,10.2,5874240,544.0055167
"Togo",2005,"Developing",55,357,15,1.14,36.62174288,84,38,18.9,22,8,5.17,82,5,8.4,8.3,0.435,10.1,5711597,542.8178059
"Togo",2004,"Developing",54.9,355,15,1.01,3.989928468,84,61,18.4,22,71,5.6,71,5.1,8.6,8.5,0.432,10,5565218,551.8476777
"Togo",2003,"Developing",54.7,355,15,1.02,2.995959823,84,295,17.9,22,72,5,72,5.2,8.8,8.7,0.428,9.9,5421001,530.3920056
"Togo",2002,"Developing",54.7,351,15,1,1.995182912,84,363,17.5,22,58,4.7,59,5.3,9,8.9,0.428,9.7,5281538,439.1275464
"Togo",2001,"Developing",54.6,345,14,0.95,2.048574874,84,1833,17.1,22,51,4.29,5,5.3,9.2,9.1,0.426,9.4,5145426,391.5160184
"Togo",2000,"Developing",54.6,339,14,1.1,2.02964427,84,3578,16.6,22,63,4.35,64,5.1,9.4,9.3,0.425,9.3,5008035,404.8220743
"Tonga",2015,"Developing",73.5,133,0,1.24,0,78,0,75.2,0,8,5.13,78,0.1,0.1,0.1,0.718,14.3,106122,4117.93037
"Tonga",2014,"Developing",73.3,135,0,0.01,565.9672173,8,0,74.8,0,82,5.18,8,0.1,0.1,0.1,0.716,14.3,106626,4125.426028
"Tonga",2013,"Developing",73.2,137,0,0.01,584.9449886,82,0,74.3,0,84,4.98,82,0.1,0.1,0.1,0.718,14.3,107089,4208.188686
"Tonga",2012,"Developing",73,138,0,0.01,63.80294988,77,0,73.8,0,79,4.51,77,0.1,0.1,0.1,0.717,14.4,107502,4378.572815
"Tonga",2011,"Developing",72.9,14,0,0.96,7.033980828,82,0,73.3,0,84,4.6,82,0.1,0.1,0.1,0.712,14.4,107611,3852.143788
"Tonga",2010,"Developing",72.8,142,0,1.24,471.8307668,82,0,72.7,0,84,4.59,82,0.1,0.1,0.1,0.707,14.4,107383,3416.110432
"Tonga",2009,"Developing",72.5,147,0,1.08,4.783805563,84,0,72.1,0,86,4.67,84,0.1,0.1,0.1,0.703,14.5,107144,2915.494578
